                                                                                                                                                                    
{'loss': 2.7772, 'grad_norm': 0.48031294345855713, 'learning_rate': 2e-05, 'epoch': 0.01}
{'loss': 1.345, 'grad_norm': 1.4570412635803223, 'learning_rate': 0.00010816326530612246, 'epoch': 3.2}
{'loss': 1.3064, 'grad_norm': 1.6194740533828735, 'learning_rate': 0.00010775510204081634, 'epoch': 3.21}
{'loss': 1.0845, 'grad_norm': 1.468656063079834, 'learning_rate': 0.00010734693877551021, 'epoch': 3.22}
{'loss': 1.2181, 'grad_norm': 1.4117671251296997, 'learning_rate': 0.00010693877551020408, 'epoch': 3.24}
{'loss': 0.8555, 'grad_norm': 1.2916089296340942, 'learning_rate': 0.00010653061224489795, 'epoch': 3.25}
{'loss': 1.0919, 'grad_norm': 1.4764342308044434, 'learning_rate': 0.00010612244897959185, 'epoch': 3.27}
{'loss': 1.6948, 'grad_norm': 1.7589350938796997, 'learning_rate': 0.00010571428571428572, 'epoch': 3.28}
{'loss': 1.2323, 'grad_norm': 1.332891821861267, 'learning_rate': 0.0001053061224489796, 'epoch': 3.29}
{'loss': 1.3753, 'grad_norm': 1.3533231019973755, 'learning_rate': 0.00010489795918367347, 'epoch': 3.31}
{'loss': 0.7524, 'grad_norm': 1.047080636024475, 'learning_rate': 0.00010448979591836735, 'epoch': 3.32}
{'loss': 1.3749, 'grad_norm': 1.5794624090194702, 'learning_rate': 0.00010408163265306123, 'epoch': 3.33}
{'loss': 1.6466, 'grad_norm': 1.7622466087341309, 'learning_rate': 0.00010367346938775511, 'epoch': 3.35}
{'loss': 1.2256, 'grad_norm': 1.5810017585754395, 'learning_rate': 0.00010326530612244899, 'epoch': 3.36}
{'loss': 1.1789, 'grad_norm': 1.483193039894104, 'learning_rate': 0.00010285714285714286, 'epoch': 3.37}
{'loss': 1.033, 'grad_norm': 1.2964471578598022, 'learning_rate': 0.00010244897959183674, 'epoch': 3.39}
{'loss': 1.3516, 'grad_norm': 1.7068504095077515, 'learning_rate': 0.00010204081632653062, 'epoch': 3.4}
{'loss': 1.0504, 'grad_norm': 1.5252978801727295, 'learning_rate': 0.00010163265306122449, 'epoch': 3.41}
{'loss': 1.4546, 'grad_norm': 1.6302670240402222, 'learning_rate': 0.00010122448979591836, 'epoch': 3.43}
{'loss': 1.4753, 'grad_norm': 1.7847607135772705, 'learning_rate': 0.00010081632653061226, 'epoch': 3.44}
{'loss': 0.5423, 'grad_norm': 1.307326316833496, 'learning_rate': 0.00010040816326530613, 'epoch': 3.46}
{'loss': 1.9385, 'grad_norm': 1.8797924518585205, 'learning_rate': 0.0001, 'epoch': 3.47}
{'loss': 0.586, 'grad_norm': 1.1351841688156128, 'learning_rate': 9.959183673469388e-05, 'epoch': 3.48}
{'loss': 1.5555, 'grad_norm': 1.7755937576293945, 'learning_rate': 9.918367346938776e-05, 'epoch': 3.5}
{'loss': 0.8632, 'grad_norm': 1.2399919033050537, 'learning_rate': 9.877551020408164e-05, 'epoch': 3.51}
{'loss': 1.2716, 'grad_norm': 1.661297082901001, 'learning_rate': 9.836734693877552e-05, 'epoch': 3.52}
{'loss': 1.3993, 'grad_norm': 1.5290725231170654, 'learning_rate': 9.79591836734694e-05, 'epoch': 3.54}
{'loss': 1.4069, 'grad_norm': 1.4738874435424805, 'learning_rate': 9.755102040816328e-05, 'epoch': 3.55}
{'loss': 1.6563, 'grad_norm': 1.4546070098876953, 'learning_rate': 9.714285714285715e-05, 'epoch': 3.56}
{'loss': 0.7737, 'grad_norm': 1.0906357765197754, 'learning_rate': 9.673469387755102e-05, 'epoch': 3.58}
{'loss': 1.6452, 'grad_norm': 1.626273274421692, 'learning_rate': 9.63265306122449e-05, 'epoch': 3.59}
{'loss': 1.4295, 'grad_norm': 1.5608378648757935, 'learning_rate': 9.591836734693878e-05, 'epoch': 3.61}
{'loss': 1.1607, 'grad_norm': 1.5004103183746338, 'learning_rate': 9.551020408163265e-05, 'epoch': 3.62}
{'loss': 0.9097, 'grad_norm': 1.32754647731781, 'learning_rate': 9.510204081632653e-05, 'epoch': 3.63}
{'loss': 1.7423, 'grad_norm': 1.6633306741714478, 'learning_rate': 9.469387755102041e-05, 'epoch': 3.65}
{'loss': 0.9692, 'grad_norm': 1.502408742904663, 'learning_rate': 9.428571428571429e-05, 'epoch': 3.66}
{'loss': 0.9952, 'grad_norm': 1.4055473804473877, 'learning_rate': 9.387755102040817e-05, 'epoch': 3.67}
{'loss': 1.4474, 'grad_norm': 1.7631185054779053, 'learning_rate': 9.346938775510204e-05, 'epoch': 3.69}
{'loss': 1.1789, 'grad_norm': 1.538590908050537, 'learning_rate': 9.306122448979592e-05, 'epoch': 3.7}
{'loss': 1.208, 'grad_norm': 1.5503677129745483, 'learning_rate': 9.26530612244898e-05, 'epoch': 3.71}
{'loss': 1.3749, 'grad_norm': 1.4525094032287598, 'learning_rate': 9.224489795918367e-05, 'epoch': 3.73}
{'loss': 1.0542, 'grad_norm': 1.4398586750030518, 'learning_rate': 9.183673469387756e-05, 'epoch': 3.74}
{'loss': 1.4059, 'grad_norm': 1.5229015350341797, 'learning_rate': 9.142857142857143e-05, 'epoch': 3.76}
{'loss': 1.0487, 'grad_norm': 1.4014326333999634, 'learning_rate': 9.102040816326532e-05, 'epoch': 3.77}
{'loss': 1.1216, 'grad_norm': 1.6099655628204346, 'learning_rate': 9.061224489795919e-05, 'epoch': 3.78}
{'loss': 1.1119, 'grad_norm': 1.8210803270339966, 'learning_rate': 9.020408163265308e-05, 'epoch': 3.8}
{'loss': 1.08, 'grad_norm': 1.697966456413269, 'learning_rate': 8.979591836734695e-05, 'epoch': 3.81}
{'loss': 1.0956, 'grad_norm': 1.4302090406417847, 'learning_rate': 8.938775510204082e-05, 'epoch': 3.82}
{'loss': 1.4545, 'grad_norm': 1.5815449953079224, 'learning_rate': 8.89795918367347e-05, 'epoch': 3.84}
{'loss': 0.9773, 'grad_norm': 1.303167462348938, 'learning_rate': 8.857142857142857e-05, 'epoch': 3.85}
{'loss': 1.6151, 'grad_norm': 1.7100250720977783, 'learning_rate': 8.816326530612245e-05, 'epoch': 3.86}
{'loss': 1.1509, 'grad_norm': 1.3193241357803345, 'learning_rate': 8.775510204081632e-05, 'epoch': 3.88}
{'loss': 1.3098, 'grad_norm': 1.4335999488830566, 'learning_rate': 8.734693877551021e-05, 'epoch': 3.89}
{'loss': 1.3882, 'grad_norm': 1.4531809091567993, 'learning_rate': 8.693877551020408e-05, 'epoch': 3.9}
{'loss': 0.9806, 'grad_norm': 1.4111298322677612, 'learning_rate': 8.653061224489797e-05, 'epoch': 3.92}
{'loss': 1.3861, 'grad_norm': 1.6704492568969727, 'learning_rate': 8.612244897959184e-05, 'epoch': 3.93}
{'loss': 1.2836, 'grad_norm': 1.6105586290359497, 'learning_rate': 8.571428571428571e-05, 'epoch': 3.95}
{'loss': 1.2118, 'grad_norm': 1.6874173879623413, 'learning_rate': 8.53061224489796e-05, 'epoch': 3.96}
{'loss': 1.3189, 'grad_norm': 1.6593862771987915, 'learning_rate': 8.489795918367347e-05, 'epoch': 3.97}
{'loss': 1.5313, 'grad_norm': 1.8551373481750488, 'learning_rate': 8.448979591836736e-05, 'epoch': 3.99}
{'loss': 1.5532, 'grad_norm': 3.2806549072265625, 'learning_rate': 8.408163265306123e-05, 'epoch': 4.0}
{'loss': 0.8892, 'grad_norm': 1.3053125143051147, 'learning_rate': 8.367346938775511e-05, 'epoch': 4.01}
{'loss': 0.8826, 'grad_norm': 1.624326229095459, 'learning_rate': 8.326530612244899e-05, 'epoch': 4.03}
{'loss': 0.9754, 'grad_norm': 1.4591768980026245, 'learning_rate': 8.285714285714287e-05, 'epoch': 4.04}
{'loss': 1.0591, 'grad_norm': 1.4149216413497925, 'learning_rate': 8.244897959183675e-05, 'epoch': 4.05}
{'loss': 0.823, 'grad_norm': 1.5157166719436646, 'learning_rate': 8.204081632653062e-05, 'epoch': 4.07}
{'loss': 0.9322, 'grad_norm': 1.5247225761413574, 'learning_rate': 8.163265306122449e-05, 'epoch': 4.08}
{'loss': 0.9123, 'grad_norm': 1.633357048034668, 'learning_rate': 8.122448979591836e-05, 'epoch': 4.1}
{'loss': 1.0255, 'grad_norm': 1.7704863548278809, 'learning_rate': 8.081632653061225e-05, 'epoch': 4.11}
{'loss': 0.9687, 'grad_norm': 1.7309476137161255, 'learning_rate': 8.040816326530612e-05, 'epoch': 4.12}
{'loss': 0.9224, 'grad_norm': 1.8853622674942017, 'learning_rate': 8e-05, 'epoch': 4.14}
{'loss': 0.9213, 'grad_norm': 2.0011041164398193, 'learning_rate': 7.959183673469388e-05, 'epoch': 4.15}
{'loss': 0.7827, 'grad_norm': 2.129591226577759, 'learning_rate': 7.918367346938775e-05, 'epoch': 4.16}
{'loss': 0.8038, 'grad_norm': 2.0781009197235107, 'learning_rate': 7.877551020408164e-05, 'epoch': 4.18}
{'loss': 0.7959, 'grad_norm': 1.6314644813537598, 'learning_rate': 7.836734693877551e-05, 'epoch': 4.19}
{'loss': 0.8772, 'grad_norm': 1.6795023679733276, 'learning_rate': 7.79591836734694e-05, 'epoch': 4.2}
{'loss': 1.0598, 'grad_norm': 1.3546701669692993, 'learning_rate': 7.755102040816327e-05, 'epoch': 4.22}
{'loss': 0.9394, 'grad_norm': 1.766432285308838, 'learning_rate': 7.714285714285715e-05, 'epoch': 4.23}
{'loss': 0.9308, 'grad_norm': 1.8403270244598389, 'learning_rate': 7.673469387755103e-05, 'epoch': 4.24}
{'loss': 1.0846, 'grad_norm': 1.8736554384231567, 'learning_rate': 7.632653061224491e-05, 'epoch': 4.26}
{'loss': 0.7461, 'grad_norm': 1.7837327718734741, 'learning_rate': 7.591836734693878e-05, 'epoch': 4.27}
{'loss': 0.7697, 'grad_norm': 1.9786320924758911, 'learning_rate': 7.551020408163266e-05, 'epoch': 4.29}
{'loss': 0.8043, 'grad_norm': 1.7530162334442139, 'learning_rate': 7.510204081632653e-05, 'epoch': 4.3}
{'loss': 0.8822, 'grad_norm': 2.164276361465454, 'learning_rate': 7.469387755102041e-05, 'epoch': 4.31}
{'loss': 1.0826, 'grad_norm': 1.9047576189041138, 'learning_rate': 7.428571428571429e-05, 'epoch': 4.33}
{'loss': 0.8017, 'grad_norm': 1.8811709880828857, 'learning_rate': 7.387755102040816e-05, 'epoch': 4.34}
{'loss': 0.8275, 'grad_norm': 2.2621731758117676, 'learning_rate': 7.346938775510205e-05, 'epoch': 4.35}
{'loss': 0.8499, 'grad_norm': 2.1660478115081787, 'learning_rate': 7.306122448979592e-05, 'epoch': 4.37}
{'loss': 0.8345, 'grad_norm': 2.2819786071777344, 'learning_rate': 7.26530612244898e-05, 'epoch': 4.38}
{'loss': 0.9964, 'grad_norm': 1.5738048553466797, 'learning_rate': 7.224489795918368e-05, 'epoch': 4.39}
{'loss': 0.9706, 'grad_norm': 1.551931619644165, 'learning_rate': 7.183673469387755e-05, 'epoch': 4.41}
{'loss': 1.0692, 'grad_norm': 1.5321520566940308, 'learning_rate': 7.142857142857143e-05, 'epoch': 4.42}
{'loss': 0.879, 'grad_norm': 1.6758357286453247, 'learning_rate': 7.10204081632653e-05, 'epoch': 4.44}
{'loss': 0.9526, 'grad_norm': 1.959951400756836, 'learning_rate': 7.061224489795919e-05, 'epoch': 4.45}
{'loss': 0.9526, 'grad_norm': 1.637374997138977, 'learning_rate': 7.020408163265306e-05, 'epoch': 4.46}
{'loss': 1.0855, 'grad_norm': 1.4918426275253296, 'learning_rate': 6.979591836734695e-05, 'epoch': 4.48}
{'loss': 0.9661, 'grad_norm': 1.8547868728637695, 'learning_rate': 6.938775510204082e-05, 'epoch': 4.49}
{'loss': 0.9576, 'grad_norm': 1.9102550745010376, 'learning_rate': 6.897959183673471e-05, 'epoch': 4.5}
{'loss': 0.9677, 'grad_norm': 1.8430191278457642, 'learning_rate': 6.857142857142858e-05, 'epoch': 4.52}
{'loss': 0.7572, 'grad_norm': 2.0104362964630127, 'learning_rate': 6.816326530612245e-05, 'epoch': 4.53}
{'loss': 0.9715, 'grad_norm': 1.888092279434204, 'learning_rate': 6.775510204081633e-05, 'epoch': 4.54}
{'loss': 0.7083, 'grad_norm': 1.9254931211471558, 'learning_rate': 6.73469387755102e-05, 'epoch': 4.56}
{'loss': 0.9651, 'grad_norm': 1.8083707094192505, 'learning_rate': 6.693877551020408e-05, 'epoch': 4.57}
{'loss': 0.8665, 'grad_norm': 2.032989978790283, 'learning_rate': 6.653061224489796e-05, 'epoch': 4.59}
{'loss': 0.826, 'grad_norm': 1.8119096755981445, 'learning_rate': 6.612244897959184e-05, 'epoch': 4.6}
{'loss': 1.0357, 'grad_norm': 1.650294303894043, 'learning_rate': 6.571428571428571e-05, 'epoch': 4.61}
{'loss': 0.9631, 'grad_norm': 1.7487294673919678, 'learning_rate': 6.530612244897959e-05, 'epoch': 4.63}
{'loss': 0.9091, 'grad_norm': 1.686480164527893, 'learning_rate': 6.489795918367347e-05, 'epoch': 4.64}
{'loss': 0.9398, 'grad_norm': 1.745320200920105, 'learning_rate': 6.448979591836734e-05, 'epoch': 4.65}
{'loss': 0.8131, 'grad_norm': 1.7233539819717407, 'learning_rate': 6.408163265306123e-05, 'epoch': 4.67}
{'loss': 1.0342, 'grad_norm': 2.002028465270996, 'learning_rate': 6.36734693877551e-05, 'epoch': 4.68}
{'loss': 0.8631, 'grad_norm': 2.371483325958252, 'learning_rate': 6.326530612244899e-05, 'epoch': 4.69}
{'loss': 0.9538, 'grad_norm': 1.7749439477920532, 'learning_rate': 6.285714285714286e-05, 'epoch': 4.71}
{'loss': 0.9683, 'grad_norm': 1.7994664907455444, 'learning_rate': 6.244897959183675e-05, 'epoch': 4.72}
{'loss': 0.9752, 'grad_norm': 1.981083869934082, 'learning_rate': 6.204081632653062e-05, 'epoch': 4.73}
{'loss': 0.9007, 'grad_norm': 1.7933918237686157, 'learning_rate': 6.163265306122449e-05, 'epoch': 4.75}
{'loss': 1.0775, 'grad_norm': 1.9758833646774292, 'learning_rate': 6.122448979591838e-05, 'epoch': 4.76}
{'loss': 0.8397, 'grad_norm': 1.9822407960891724, 'learning_rate': 6.081632653061224e-05, 'epoch': 4.78}
{'loss': 0.77, 'grad_norm': 2.173473358154297, 'learning_rate': 6.040816326530613e-05, 'epoch': 4.79}
{'loss': 0.9088, 'grad_norm': 1.7000021934509277, 'learning_rate': 6e-05, 'epoch': 4.8}
{'loss': 1.08, 'grad_norm': 1.8880330324172974, 'learning_rate': 5.959183673469389e-05, 'epoch': 4.82}
{'loss': 0.9872, 'grad_norm': 1.4389092922210693, 'learning_rate': 5.918367346938776e-05, 'epoch': 4.83}
{'loss': 0.9733, 'grad_norm': 1.9116240739822388, 'learning_rate': 5.877551020408164e-05, 'epoch': 4.84}
{'loss': 1.0758, 'grad_norm': 1.7493548393249512, 'learning_rate': 5.836734693877551e-05, 'epoch': 4.86}
{'loss': 0.8707, 'grad_norm': 1.9322773218154907, 'learning_rate': 5.7959183673469384e-05, 'epoch': 4.87}
{'loss': 0.8839, 'grad_norm': 1.913451075553894, 'learning_rate': 5.755102040816327e-05, 'epoch': 4.88}
{'loss': 0.9821, 'grad_norm': 1.7847086191177368, 'learning_rate': 5.714285714285714e-05, 'epoch': 4.9}
{'loss': 0.9247, 'grad_norm': 1.8145748376846313, 'learning_rate': 5.673469387755103e-05, 'epoch': 4.91}
{'loss': 0.9569, 'grad_norm': 1.6962530612945557, 'learning_rate': 5.63265306122449e-05, 'epoch': 4.93}
{'loss': 0.9468, 'grad_norm': 1.7796987295150757, 'learning_rate': 5.5918367346938786e-05, 'epoch': 4.94}
{'loss': 1.0102, 'grad_norm': 1.5465247631072998, 'learning_rate': 5.551020408163266e-05, 'epoch': 4.95}
{'loss': 0.9665, 'grad_norm': 1.8977437019348145, 'learning_rate': 5.510204081632653e-05, 'epoch': 4.97}
{'loss': 1.034, 'grad_norm': 1.8117259740829468, 'learning_rate': 5.469387755102041e-05, 'epoch': 4.98}
{'loss': 0.9788, 'grad_norm': 1.4210153818130493, 'learning_rate': 5.428571428571428e-05, 'epoch': 4.99}
{'loss': 1.3828, 'grad_norm': 4.014572620391846, 'learning_rate': 5.387755102040817e-05, 'epoch': 5.01}
{'loss': 0.8039, 'grad_norm': 1.6781508922576904, 'learning_rate': 5.346938775510204e-05, 'epoch': 5.02}
{'loss': 0.7161, 'grad_norm': 1.901429295539856, 'learning_rate': 5.3061224489795926e-05, 'epoch': 5.03}
{'loss': 0.3074, 'grad_norm': 1.110866904258728, 'learning_rate': 5.26530612244898e-05, 'epoch': 5.05}
{'loss': 0.8362, 'grad_norm': 1.780129075050354, 'learning_rate': 5.224489795918368e-05, 'epoch': 5.06}
{'loss': 0.8884, 'grad_norm': 2.1977720260620117, 'learning_rate': 5.1836734693877557e-05, 'epoch': 5.07}
{'loss': 0.4411, 'grad_norm': 1.5578656196594238, 'learning_rate': 5.142857142857143e-05, 'epoch': 5.09}
{'loss': 0.8544, 'grad_norm': 2.0132038593292236, 'learning_rate': 5.102040816326531e-05, 'epoch': 5.1}
{'loss': 0.8057, 'grad_norm': 2.7454993724823, 'learning_rate': 5.061224489795918e-05, 'epoch': 5.12}
{'loss': 0.3713, 'grad_norm': 1.456824541091919, 'learning_rate': 5.0204081632653066e-05, 'epoch': 5.13}
{'loss': 0.7345, 'grad_norm': 2.459084987640381, 'learning_rate': 4.979591836734694e-05, 'epoch': 5.14}
{'loss': 0.6759, 'grad_norm': 1.909351110458374, 'learning_rate': 4.938775510204082e-05, 'epoch': 5.16}
{'loss': 0.9423, 'grad_norm': 2.383188486099243, 'learning_rate': 4.89795918367347e-05, 'epoch': 5.17}
{'loss': 0.7515, 'grad_norm': 2.9111597537994385, 'learning_rate': 4.8571428571428576e-05, 'epoch': 5.18}
{'loss': 0.8046, 'grad_norm': 2.510840654373169, 'learning_rate': 4.816326530612245e-05, 'epoch': 5.2}
{'loss': 0.4345, 'grad_norm': 1.3646633625030518, 'learning_rate': 4.775510204081633e-05, 'epoch': 5.21}
{'loss': 0.9873, 'grad_norm': 2.129786252975464, 'learning_rate': 4.7346938775510206e-05, 'epoch': 5.22}
{'loss': 0.4518, 'grad_norm': 1.545520544052124, 'learning_rate': 4.6938775510204086e-05, 'epoch': 5.24}
{'loss': 0.547, 'grad_norm': 1.6182687282562256, 'learning_rate': 4.653061224489796e-05, 'epoch': 5.25}
{'loss': 0.718, 'grad_norm': 1.746901273727417, 'learning_rate': 4.612244897959184e-05, 'epoch': 5.27}
{'loss': 0.7803, 'grad_norm': 1.8956290483474731, 'learning_rate': 4.5714285714285716e-05, 'epoch': 5.28}
{'loss': 0.7169, 'grad_norm': 2.005845069885254, 'learning_rate': 4.5306122448979595e-05, 'epoch': 5.29}
{'loss': 0.5891, 'grad_norm': 1.7699482440948486, 'learning_rate': 4.4897959183673474e-05, 'epoch': 5.31}
{'loss': 0.5124, 'grad_norm': 1.7945942878723145, 'learning_rate': 4.448979591836735e-05, 'epoch': 5.32}
{'loss': 0.7634, 'grad_norm': 2.1299831867218018, 'learning_rate': 4.4081632653061226e-05, 'epoch': 5.33}
{'loss': 0.9017, 'grad_norm': 2.273696184158325, 'learning_rate': 4.3673469387755105e-05, 'epoch': 5.35}
{'loss': 0.4761, 'grad_norm': 1.6891212463378906, 'learning_rate': 4.3265306122448984e-05, 'epoch': 5.36}
{'loss': 0.8217, 'grad_norm': 2.4380300045013428, 'learning_rate': 4.2857142857142856e-05, 'epoch': 5.37}
{'loss': 0.5433, 'grad_norm': 1.7178490161895752, 'learning_rate': 4.2448979591836735e-05, 'epoch': 5.39}
{'loss': 0.5273, 'grad_norm': 1.992862343788147, 'learning_rate': 4.2040816326530615e-05, 'epoch': 5.4}
{'loss': 0.9713, 'grad_norm': 2.7951574325561523, 'learning_rate': 4.1632653061224494e-05, 'epoch': 5.41}
{'loss': 0.4844, 'grad_norm': 1.6384406089782715, 'learning_rate': 4.122448979591837e-05, 'epoch': 5.43}
{'loss': 0.8359, 'grad_norm': 2.1946768760681152, 'learning_rate': 4.0816326530612245e-05, 'epoch': 5.44}
{'loss': 0.4819, 'grad_norm': 2.053398847579956, 'learning_rate': 4.0408163265306124e-05, 'epoch': 5.46}
{'loss': 0.8019, 'grad_norm': 2.263547897338867, 'learning_rate': 4e-05, 'epoch': 5.47}
{'loss': 0.5582, 'grad_norm': 1.5770812034606934, 'learning_rate': 3.9591836734693876e-05, 'epoch': 5.48}
{'loss': 0.7111, 'grad_norm': 1.9897465705871582, 'learning_rate': 3.9183673469387755e-05, 'epoch': 5.5}
{'loss': 0.6168, 'grad_norm': 2.2186660766601562, 'learning_rate': 3.8775510204081634e-05, 'epoch': 5.51}
{'loss': 0.651, 'grad_norm': 1.997239112854004, 'learning_rate': 3.836734693877551e-05, 'epoch': 5.52}
{'loss': 0.6579, 'grad_norm': 1.783230185508728, 'learning_rate': 3.795918367346939e-05, 'epoch': 5.54}
{'loss': 0.752, 'grad_norm': 1.6855640411376953, 'learning_rate': 3.7551020408163264e-05, 'epoch': 5.55}
{'loss': 0.5685, 'grad_norm': 1.8937187194824219, 'learning_rate': 3.7142857142857143e-05, 'epoch': 5.56}
{'loss': 0.6786, 'grad_norm': 2.1425764560699463, 'learning_rate': 3.673469387755102e-05, 'epoch': 5.58}
{'loss': 0.5044, 'grad_norm': 1.8893779516220093, 'learning_rate': 3.63265306122449e-05, 'epoch': 5.59}
{'loss': 0.7677, 'grad_norm': 2.399345636367798, 'learning_rate': 3.5918367346938774e-05, 'epoch': 5.61}
{'loss': 0.6162, 'grad_norm': 1.9987492561340332, 'learning_rate': 3.551020408163265e-05, 'epoch': 5.62}
{'loss': 0.6576, 'grad_norm': 2.183515787124634, 'learning_rate': 3.510204081632653e-05, 'epoch': 5.63}
{'loss': 0.5997, 'grad_norm': 1.7146203517913818, 'learning_rate': 3.469387755102041e-05, 'epoch': 5.65}
{'loss': 0.5229, 'grad_norm': 1.649109125137329, 'learning_rate': 3.428571428571429e-05, 'epoch': 5.66}
{'loss': 0.9049, 'grad_norm': 2.0214009284973145, 'learning_rate': 3.387755102040816e-05, 'epoch': 5.67}
{'loss': 0.6803, 'grad_norm': 1.5102993249893188, 'learning_rate': 3.346938775510204e-05, 'epoch': 5.69}
{'loss': 0.7599, 'grad_norm': 2.606487989425659, 'learning_rate': 3.306122448979592e-05, 'epoch': 5.7}
{'loss': 0.4785, 'grad_norm': 1.9411611557006836, 'learning_rate': 3.265306122448979e-05, 'epoch': 5.71}
{'loss': 0.8244, 'grad_norm': 2.448009490966797, 'learning_rate': 3.224489795918367e-05, 'epoch': 5.73}
{'loss': 0.7268, 'grad_norm': 1.8870774507522583, 'learning_rate': 3.183673469387755e-05, 'epoch': 5.74}
{'loss': 0.8193, 'grad_norm': 1.975714087486267, 'learning_rate': 3.142857142857143e-05, 'epoch': 5.76}
{'loss': 0.7736, 'grad_norm': 1.821308970451355, 'learning_rate': 3.102040816326531e-05, 'epoch': 5.77}
{'loss': 0.6577, 'grad_norm': 2.1183383464813232, 'learning_rate': 3.061224489795919e-05, 'epoch': 5.78}
{'loss': 0.5237, 'grad_norm': 2.0464956760406494, 'learning_rate': 3.0204081632653065e-05, 'epoch': 5.8}
{'loss': 0.6726, 'grad_norm': 1.897047996520996, 'learning_rate': 2.9795918367346944e-05, 'epoch': 5.81}
{'loss': 0.6073, 'grad_norm': 1.8022626638412476, 'learning_rate': 2.938775510204082e-05, 'epoch': 5.82}
{'loss': 0.7876, 'grad_norm': 2.003859043121338, 'learning_rate': 2.8979591836734692e-05, 'epoch': 5.84}
{'loss': 0.7543, 'grad_norm': 2.144010305404663, 'learning_rate': 2.857142857142857e-05, 'epoch': 5.85}
{'loss': 0.5714, 'grad_norm': 2.0045065879821777, 'learning_rate': 2.816326530612245e-05, 'epoch': 5.86}
{'loss': 0.6375, 'grad_norm': 1.945644736289978, 'learning_rate': 2.775510204081633e-05, 'epoch': 5.88}
{'loss': 0.5923, 'grad_norm': 2.4935314655303955, 'learning_rate': 2.7346938775510205e-05, 'epoch': 5.89}
{'loss': 0.8456, 'grad_norm': 2.16597318649292, 'learning_rate': 2.6938775510204084e-05, 'epoch': 5.9}
{'loss': 0.5005, 'grad_norm': 2.1128413677215576, 'learning_rate': 2.6530612244897963e-05, 'epoch': 5.92}
{'loss': 0.7863, 'grad_norm': 2.2262277603149414, 'learning_rate': 2.612244897959184e-05, 'epoch': 5.93}
{'loss': 0.6749, 'grad_norm': 2.191985845565796, 'learning_rate': 2.5714285714285714e-05, 'epoch': 5.95}
{'loss': 0.3851, 'grad_norm': 1.5186913013458252, 'learning_rate': 2.530612244897959e-05, 'epoch': 5.96}
{'loss': 0.8092, 'grad_norm': 2.149022102355957, 'learning_rate': 2.489795918367347e-05, 'epoch': 5.97}
{'loss': 0.5324, 'grad_norm': 1.493534803390503, 'learning_rate': 2.448979591836735e-05, 'epoch': 5.99}
{'loss': 1.2155, 'grad_norm': 3.0276176929473877, 'learning_rate': 2.4081632653061224e-05, 'epoch': 6.0}
{'loss': 0.4776, 'grad_norm': 1.4976353645324707, 'learning_rate': 2.3673469387755103e-05, 'epoch': 6.01}
{'loss': 0.5462, 'grad_norm': 1.74463951587677, 'learning_rate': 2.326530612244898e-05, 'epoch': 6.03}
{'loss': 0.4246, 'grad_norm': 1.7880686521530151, 'learning_rate': 2.2857142857142858e-05, 'epoch': 6.04}
{'loss': 0.5, 'grad_norm': 1.721329689025879, 'learning_rate': 2.2448979591836737e-05, 'epoch': 6.05}
{'loss': 0.5102, 'grad_norm': 2.133991003036499, 'learning_rate': 2.2040816326530613e-05, 'epoch': 6.07}
{'loss': 0.5427, 'grad_norm': 1.4910789728164673, 'learning_rate': 2.1632653061224492e-05, 'epoch': 6.08}
{'loss': 0.4805, 'grad_norm': 1.7080484628677368, 'learning_rate': 2.1224489795918368e-05, 'epoch': 6.1}
{'loss': 0.629, 'grad_norm': 1.6745045185089111, 'learning_rate': 2.0816326530612247e-05, 'epoch': 6.11}
{'loss': 0.4686, 'grad_norm': 1.7486017942428589, 'learning_rate': 2.0408163265306123e-05, 'epoch': 6.12}
{'loss': 0.5633, 'grad_norm': 2.0366013050079346, 'learning_rate': 2e-05, 'epoch': 6.14}
{'loss': 0.5205, 'grad_norm': 2.110539674758911, 'learning_rate': 1.9591836734693877e-05, 'epoch': 6.15}
{'loss': 0.4841, 'grad_norm': 2.410775661468506, 'learning_rate': 1.9183673469387756e-05, 'epoch': 6.16}
{'loss': 0.5656, 'grad_norm': 2.1236085891723633, 'learning_rate': 1.8775510204081632e-05, 'epoch': 6.18}
{'loss': 0.5309, 'grad_norm': 1.8077119588851929, 'learning_rate': 1.836734693877551e-05, 'epoch': 6.19}
{'loss': 0.5187, 'grad_norm': 2.0485668182373047, 'learning_rate': 1.7959183673469387e-05, 'epoch': 6.2}
{'loss': 0.5308, 'grad_norm': 1.9658647775650024, 'learning_rate': 1.7551020408163266e-05, 'epoch': 6.22}
{'loss': 0.4965, 'grad_norm': 2.2192142009735107, 'learning_rate': 1.7142857142857145e-05, 'epoch': 6.23}
{'loss': 0.6302, 'grad_norm': 2.189420461654663, 'learning_rate': 1.673469387755102e-05, 'epoch': 6.24}
{'loss': 0.5355, 'grad_norm': 1.843242883682251, 'learning_rate': 1.6326530612244897e-05, 'epoch': 6.26}
{'loss': 0.4883, 'grad_norm': 1.6868764162063599, 'learning_rate': 1.5918367346938776e-05, 'epoch': 6.27}
{'loss': 0.4946, 'grad_norm': 1.810133695602417, 'learning_rate': 1.5510204081632655e-05, 'epoch': 6.29}
{'loss': 0.4331, 'grad_norm': 1.718459963798523, 'learning_rate': 1.5102040816326532e-05, 'epoch': 6.3}
