                                                                                                                                                                
{'loss': 2.3475, 'grad_norm': 0.8685447573661804, 'learning_rate': 1.4999999999999999e-05, 'epoch': 0.01}
{'loss': 0.0318, 'grad_norm': 0.04759664088487625, 'learning_rate': 0.00023448979591836734, 'epoch': 1.25}
{'loss': 0.0327, 'grad_norm': 0.05124261975288391, 'learning_rate': 0.00023418367346938774, 'epoch': 1.25}
{'loss': 0.0306, 'grad_norm': 0.04578167200088501, 'learning_rate': 0.00023387755102040816, 'epoch': 1.26}
{'loss': 0.03, 'grad_norm': 0.040193405002355576, 'learning_rate': 0.00023357142857142855, 'epoch': 1.26}
{'loss': 0.0318, 'grad_norm': 0.048148415982723236, 'learning_rate': 0.00023326530612244895, 'epoch': 1.27}
{'loss': 0.0301, 'grad_norm': 0.04897211492061615, 'learning_rate': 0.00023295918367346937, 'epoch': 1.27}
{'loss': 0.0301, 'grad_norm': 0.03726097196340561, 'learning_rate': 0.00023265306122448976, 'epoch': 1.28}
{'loss': 0.0311, 'grad_norm': 0.04249374195933342, 'learning_rate': 0.00023234693877551018, 'epoch': 1.29}
{'loss': 0.0323, 'grad_norm': 0.0587921179831028, 'learning_rate': 0.00023204081632653058, 'epoch': 1.29}
{'loss': 0.0316, 'grad_norm': 0.04712021350860596, 'learning_rate': 0.00023173469387755103, 'epoch': 1.3}
{'loss': 0.0323, 'grad_norm': 0.06503907591104507, 'learning_rate': 0.00023142857142857142, 'epoch': 1.3}
{'loss': 0.03, 'grad_norm': 0.04299057647585869, 'learning_rate': 0.00023112244897959181, 'epoch': 1.31}
{'loss': 0.0296, 'grad_norm': 0.030404159799218178, 'learning_rate': 0.00023081632653061224, 'epoch': 1.31}
{'loss': 0.0296, 'grad_norm': 0.03673693537712097, 'learning_rate': 0.00023051020408163263, 'epoch': 1.32}
{'loss': 0.0293, 'grad_norm': 0.03230774775147438, 'learning_rate': 0.00023020408163265302, 'epoch': 1.32}
{'loss': 0.0343, 'grad_norm': 0.054810840636491776, 'learning_rate': 0.00022989795918367344, 'epoch': 1.33}
{'loss': 0.0304, 'grad_norm': 0.040512558072805405, 'learning_rate': 0.00022959183673469384, 'epoch': 1.33}
{'loss': 0.0315, 'grad_norm': 0.0523485504090786, 'learning_rate': 0.00022928571428571426, 'epoch': 1.34}
{'loss': 0.0294, 'grad_norm': 0.03672511875629425, 'learning_rate': 0.00022897959183673468, 'epoch': 1.34}
{'loss': 0.0327, 'grad_norm': 0.0520583912730217, 'learning_rate': 0.0002286734693877551, 'epoch': 1.35}
{'loss': 0.031, 'grad_norm': 0.051923707127571106, 'learning_rate': 0.0002283673469387755, 'epoch': 1.35}
{'loss': 0.0313, 'grad_norm': 0.04868899658322334, 'learning_rate': 0.0002280612244897959, 'epoch': 1.36}
{'loss': 0.0304, 'grad_norm': 0.04339730367064476, 'learning_rate': 0.0002277551020408163, 'epoch': 1.37}
{'loss': 0.0292, 'grad_norm': 0.04062695428729057, 'learning_rate': 0.0002274489795918367, 'epoch': 1.37}
{'loss': 0.0292, 'grad_norm': 0.04500625282526016, 'learning_rate': 0.00022714285714285713, 'epoch': 1.38}
{'loss': 0.0304, 'grad_norm': 0.04873248189687729, 'learning_rate': 0.00022683673469387752, 'epoch': 1.38}
{'loss': 0.0284, 'grad_norm': 0.04610666632652283, 'learning_rate': 0.00022653061224489791, 'epoch': 1.39}
{'loss': 0.0309, 'grad_norm': 0.06279999762773514, 'learning_rate': 0.00022622448979591836, 'epoch': 1.39}
{'loss': 0.0293, 'grad_norm': 0.03964205086231232, 'learning_rate': 0.00022591836734693876, 'epoch': 1.4}
{'loss': 0.0301, 'grad_norm': 0.04308123514056206, 'learning_rate': 0.00022561224489795918, 'epoch': 1.4}
{'loss': 0.0277, 'grad_norm': 0.04396010935306549, 'learning_rate': 0.00022530612244897957, 'epoch': 1.41}
{'loss': 0.0313, 'grad_norm': 0.04771341010928154, 'learning_rate': 0.000225, 'epoch': 1.41}
{'loss': 0.0292, 'grad_norm': 0.04270492121577263, 'learning_rate': 0.0002246938775510204, 'epoch': 1.42}
{'loss': 0.0315, 'grad_norm': 0.04550280049443245, 'learning_rate': 0.00022438775510204078, 'epoch': 1.42}
{'loss': 0.0318, 'grad_norm': 0.04996129497885704, 'learning_rate': 0.0002240816326530612, 'epoch': 1.43}
{'loss': 0.0319, 'grad_norm': 0.06825047731399536, 'learning_rate': 0.0002237755102040816, 'epoch': 1.43}
{'loss': 0.0307, 'grad_norm': 0.0471331924200058, 'learning_rate': 0.00022346938775510205, 'epoch': 1.44}
{'loss': 0.0308, 'grad_norm': 0.04984712228178978, 'learning_rate': 0.00022316326530612244, 'epoch': 1.45}
{'loss': 0.0317, 'grad_norm': 0.04576379060745239, 'learning_rate': 0.00022285714285714283, 'epoch': 1.45}
{'loss': 0.0324, 'grad_norm': 0.04046023637056351, 'learning_rate': 0.00022255102040816325, 'epoch': 1.46}
{'loss': 0.0311, 'grad_norm': 0.0365685373544693, 'learning_rate': 0.00022224489795918365, 'epoch': 1.46}
{'loss': 0.0306, 'grad_norm': 0.03608044981956482, 'learning_rate': 0.00022193877551020407, 'epoch': 1.47}
{'loss': 0.03, 'grad_norm': 0.033211179077625275, 'learning_rate': 0.00022163265306122446, 'epoch': 1.47}
{'loss': 0.03, 'grad_norm': 0.037414152175188065, 'learning_rate': 0.00022132653061224486, 'epoch': 1.48}
{'loss': 0.0325, 'grad_norm': 0.039393745362758636, 'learning_rate': 0.00022102040816326528, 'epoch': 1.48}
{'loss': 0.0302, 'grad_norm': 0.03989224135875702, 'learning_rate': 0.0002207142857142857, 'epoch': 1.49}
{'loss': 0.0313, 'grad_norm': 0.049892134964466095, 'learning_rate': 0.00022040816326530612, 'epoch': 1.49}
{'loss': 0.0303, 'grad_norm': 0.04373842477798462, 'learning_rate': 0.00022010204081632652, 'epoch': 1.5}
{'loss': 0.0311, 'grad_norm': 0.04025113955140114, 'learning_rate': 0.00021979591836734694, 'epoch': 1.5}
{'loss': 0.031, 'grad_norm': 0.03283201530575752, 'learning_rate': 0.00021948979591836733, 'epoch': 1.51}
{'loss': 0.0311, 'grad_norm': 0.05046791210770607, 'learning_rate': 0.00021918367346938773, 'epoch': 1.51}
{'loss': 0.0291, 'grad_norm': 0.042342107743024826, 'learning_rate': 0.00021887755102040815, 'epoch': 1.52}
{'loss': 0.03, 'grad_norm': 0.03404814749956131, 'learning_rate': 0.00021857142857142854, 'epoch': 1.53}
{'loss': 0.0295, 'grad_norm': 0.042801275849342346, 'learning_rate': 0.00021826530612244893, 'epoch': 1.53}
{'loss': 0.031, 'grad_norm': 0.0521371066570282, 'learning_rate': 0.00021795918367346938, 'epoch': 1.54}
{'loss': 0.0305, 'grad_norm': 0.04091328755021095, 'learning_rate': 0.00021765306122448978, 'epoch': 1.54}
{'loss': 0.029, 'grad_norm': 0.04943256452679634, 'learning_rate': 0.0002173469387755102, 'epoch': 1.55}
{'loss': 0.0314, 'grad_norm': 0.038299333304166794, 'learning_rate': 0.0002170408163265306, 'epoch': 1.55}
{'loss': 0.0277, 'grad_norm': 0.04481752961874008, 'learning_rate': 0.00021673469387755101, 'epoch': 1.56}
{'loss': 0.0307, 'grad_norm': 0.053416285663843155, 'learning_rate': 0.0002164285714285714, 'epoch': 1.56}
{'loss': 0.0322, 'grad_norm': 0.05473250895738602, 'learning_rate': 0.0002161224489795918, 'epoch': 1.57}
{'loss': 0.0313, 'grad_norm': 0.051063768565654755, 'learning_rate': 0.00021581632653061222, 'epoch': 1.57}
{'loss': 0.0289, 'grad_norm': 0.032758574932813644, 'learning_rate': 0.00021551020408163262, 'epoch': 1.58}
{'loss': 0.031, 'grad_norm': 0.04722943529486656, 'learning_rate': 0.00021520408163265307, 'epoch': 1.58}
{'loss': 0.0316, 'grad_norm': 0.045228779315948486, 'learning_rate': 0.00021489795918367346, 'epoch': 1.59}
{'loss': 0.0308, 'grad_norm': 0.047456223517656326, 'learning_rate': 0.00021459183673469388, 'epoch': 1.59}
{'loss': 0.0293, 'grad_norm': 0.034098971635103226, 'learning_rate': 0.00021428571428571427, 'epoch': 1.6}
{'loss': 0.0295, 'grad_norm': 0.04614822566509247, 'learning_rate': 0.00021397959183673467, 'epoch': 1.61}
{'loss': 0.0306, 'grad_norm': 0.045286305248737335, 'learning_rate': 0.0002136734693877551, 'epoch': 1.61}
{'loss': 0.0304, 'grad_norm': 0.05213789641857147, 'learning_rate': 0.00021336734693877548, 'epoch': 1.62}
{'loss': 0.0293, 'grad_norm': 0.041955575346946716, 'learning_rate': 0.00021306122448979588, 'epoch': 1.62}
{'loss': 0.0286, 'grad_norm': 0.0477285161614418, 'learning_rate': 0.0002127551020408163, 'epoch': 1.63}
{'loss': 0.0321, 'grad_norm': 0.041363492608070374, 'learning_rate': 0.00021244897959183672, 'epoch': 1.63}
{'loss': 0.0282, 'grad_norm': 0.052480507642030716, 'learning_rate': 0.00021214285714285714, 'epoch': 1.64}
{'loss': 0.0295, 'grad_norm': 0.04509510099887848, 'learning_rate': 0.00021183673469387754, 'epoch': 1.64}
{'loss': 0.0316, 'grad_norm': 0.037391889840364456, 'learning_rate': 0.00021153061224489796, 'epoch': 1.65}
{'loss': 0.0275, 'grad_norm': 0.039108674973249435, 'learning_rate': 0.00021122448979591835, 'epoch': 1.65}
{'loss': 0.03, 'grad_norm': 0.04255776107311249, 'learning_rate': 0.00021091836734693875, 'epoch': 1.66}
{'loss': 0.031, 'grad_norm': 0.04214312136173248, 'learning_rate': 0.00021061224489795917, 'epoch': 1.66}
{'loss': 0.0323, 'grad_norm': 0.04009856656193733, 'learning_rate': 0.00021030612244897956, 'epoch': 1.67}
{'loss': 0.0302, 'grad_norm': 0.038986530154943466, 'learning_rate': 0.00020999999999999998, 'epoch': 1.67}
{'loss': 0.0278, 'grad_norm': 0.03375846520066261, 'learning_rate': 0.0002096938775510204, 'epoch': 1.68}
{'loss': 0.0278, 'grad_norm': 0.031708694994449615, 'learning_rate': 0.00020938775510204082, 'epoch': 1.69}
{'loss': 0.0277, 'grad_norm': 0.038197364658117294, 'learning_rate': 0.00020908163265306122, 'epoch': 1.69}
{'loss': 0.029, 'grad_norm': 0.03585559502243996, 'learning_rate': 0.0002087755102040816, 'epoch': 1.7}
{'loss': 0.0306, 'grad_norm': 0.04129644110798836, 'learning_rate': 0.00020846938775510203, 'epoch': 1.7}
{'loss': 0.0333, 'grad_norm': 0.044229231774806976, 'learning_rate': 0.00020816326530612243, 'epoch': 1.71}
{'loss': 0.029, 'grad_norm': 0.030637389048933983, 'learning_rate': 0.00020785714285714282, 'epoch': 1.71}
{'loss': 0.0294, 'grad_norm': 0.032619595527648926, 'learning_rate': 0.00020755102040816324, 'epoch': 1.72}
{'loss': 0.0285, 'grad_norm': 0.03384944796562195, 'learning_rate': 0.00020724489795918364, 'epoch': 1.72}
{'loss': 0.0277, 'grad_norm': 0.029907600954174995, 'learning_rate': 0.00020693877551020409, 'epoch': 1.73}
{'loss': 0.0297, 'grad_norm': 0.03505944460630417, 'learning_rate': 0.00020663265306122448, 'epoch': 1.73}
{'loss': 0.0291, 'grad_norm': 0.04377071186900139, 'learning_rate': 0.0002063265306122449, 'epoch': 1.74}
{'loss': 0.0301, 'grad_norm': 0.04000284522771835, 'learning_rate': 0.0002060204081632653, 'epoch': 1.74}
{'loss': 0.0303, 'grad_norm': 0.039400968700647354, 'learning_rate': 0.0002057142857142857, 'epoch': 1.75}
{'loss': 0.03, 'grad_norm': 0.03853731229901314, 'learning_rate': 0.0002054081632653061, 'epoch': 1.75}
{'loss': 0.0287, 'grad_norm': 0.037753745913505554, 'learning_rate': 0.0002051020408163265, 'epoch': 1.76}
{'loss': 0.035, 'grad_norm': 0.0642753466963768, 'learning_rate': 0.00020479591836734692, 'epoch': 1.77}
{'loss': 0.0306, 'grad_norm': 0.042985837906599045, 'learning_rate': 0.00020448979591836732, 'epoch': 1.77}
{'loss': 0.0294, 'grad_norm': 0.03752400353550911, 'learning_rate': 0.0002041836734693877, 'epoch': 1.78}
{'loss': 0.0288, 'grad_norm': 0.032746199518442154, 'learning_rate': 0.00020387755102040816, 'epoch': 1.78}
{'loss': 0.0314, 'grad_norm': 0.04487776756286621, 'learning_rate': 0.00020357142857142856, 'epoch': 1.79}
{'loss': 0.0294, 'grad_norm': 0.03970995917916298, 'learning_rate': 0.00020326530612244898, 'epoch': 1.79}
{'loss': 0.0309, 'grad_norm': 0.046790335327386856, 'learning_rate': 0.00020295918367346937, 'epoch': 1.8}
{'loss': 0.0315, 'grad_norm': 0.04307448863983154, 'learning_rate': 0.00020265306122448976, 'epoch': 1.8}
{'loss': 0.0308, 'grad_norm': 0.036525726318359375, 'learning_rate': 0.00020234693877551019, 'epoch': 1.81}
{'loss': 0.0297, 'grad_norm': 0.037730928510427475, 'learning_rate': 0.00020204081632653058, 'epoch': 1.81}
{'loss': 0.0295, 'grad_norm': 0.03779435157775879, 'learning_rate': 0.000201734693877551, 'epoch': 1.82}
{'loss': 0.0311, 'grad_norm': 0.04233406484127045, 'learning_rate': 0.0002014285714285714, 'epoch': 1.82}
{'loss': 0.0288, 'grad_norm': 0.03456248342990875, 'learning_rate': 0.00020112244897959184, 'epoch': 1.83}
{'loss': 0.031, 'grad_norm': 0.04495389387011528, 'learning_rate': 0.00020081632653061224, 'epoch': 1.83}
{'loss': 0.0308, 'grad_norm': 0.041739411652088165, 'learning_rate': 0.00020051020408163263, 'epoch': 1.84}
{'loss': 0.0305, 'grad_norm': 0.04014456644654274, 'learning_rate': 0.00020020408163265305, 'epoch': 1.85}
{'loss': 0.0301, 'grad_norm': 0.03772896155714989, 'learning_rate': 0.00019989795918367345, 'epoch': 1.85}
{'loss': 0.03, 'grad_norm': 0.0377921462059021, 'learning_rate': 0.00019959183673469387, 'epoch': 1.86}
{'loss': 0.032, 'grad_norm': 0.042085371911525726, 'learning_rate': 0.00019928571428571426, 'epoch': 1.86}
{'loss': 0.0289, 'grad_norm': 0.034062620252370834, 'learning_rate': 0.00019897959183673466, 'epoch': 1.87}
{'loss': 0.0288, 'grad_norm': 0.041890036314725876, 'learning_rate': 0.00019867346938775508, 'epoch': 1.87}
{'loss': 0.0293, 'grad_norm': 0.03873465582728386, 'learning_rate': 0.0001983673469387755, 'epoch': 1.88}
{'loss': 0.0293, 'grad_norm': 0.034251369535923004, 'learning_rate': 0.00019806122448979592, 'epoch': 1.88}
{'loss': 0.0265, 'grad_norm': 0.033629629760980606, 'learning_rate': 0.00019775510204081631, 'epoch': 1.89}
{'loss': 0.0291, 'grad_norm': 0.03673411160707474, 'learning_rate': 0.0001974489795918367, 'epoch': 1.89}
{'loss': 0.0307, 'grad_norm': 0.050702426582574844, 'learning_rate': 0.00019714285714285713, 'epoch': 1.9}
{'loss': 0.0316, 'grad_norm': 0.045893650501966476, 'learning_rate': 0.00019683673469387752, 'epoch': 1.9}
{'loss': 0.0306, 'grad_norm': 0.0333838053047657, 'learning_rate': 0.00019653061224489794, 'epoch': 1.91}
{'loss': 0.0285, 'grad_norm': 0.035021234303712845, 'learning_rate': 0.00019622448979591834, 'epoch': 1.91}
{'loss': 0.0296, 'grad_norm': 0.03577230125665665, 'learning_rate': 0.00019591836734693873, 'epoch': 1.92}
{'loss': 0.0297, 'grad_norm': 0.04417167976498604, 'learning_rate': 0.00019561224489795918, 'epoch': 1.93}
{'loss': 0.0324, 'grad_norm': 0.04786737263202667, 'learning_rate': 0.00019530612244897958, 'epoch': 1.93}
{'loss': 0.03, 'grad_norm': 0.04616689682006836, 'learning_rate': 0.000195, 'epoch': 1.94}
{'loss': 0.0289, 'grad_norm': 0.04225025698542595, 'learning_rate': 0.0001946938775510204, 'epoch': 1.94}
{'loss': 0.0296, 'grad_norm': 0.04271526262164116, 'learning_rate': 0.0001943877551020408, 'epoch': 1.95}
{'loss': 0.0286, 'grad_norm': 0.048674747347831726, 'learning_rate': 0.0001940816326530612, 'epoch': 1.95}
{'loss': 0.0292, 'grad_norm': 0.04077819362282753, 'learning_rate': 0.0001937755102040816, 'epoch': 1.96}
{'loss': 0.0268, 'grad_norm': 0.031539808958768845, 'learning_rate': 0.00019346938775510202, 'epoch': 1.96}
{'loss': 0.0318, 'grad_norm': 0.0486307218670845, 'learning_rate': 0.00019316326530612242, 'epoch': 1.97}
{'loss': 0.0298, 'grad_norm': 0.0508941113948822, 'learning_rate': 0.00019285714285714286, 'epoch': 1.97}
{'loss': 0.0292, 'grad_norm': 0.03693898022174835, 'learning_rate': 0.00019255102040816326, 'epoch': 1.98}
{'loss': 0.0302, 'grad_norm': 0.04100995510816574, 'learning_rate': 0.00019224489795918365, 'epoch': 1.98}
{'loss': 0.0292, 'grad_norm': 0.04352141171693802, 'learning_rate': 0.00019193877551020407, 'epoch': 1.99}
{'loss': 0.0326, 'grad_norm': 0.04297119379043579, 'learning_rate': 0.00019163265306122447, 'epoch': 1.99}
{'loss': 0.049, 'grad_norm': 0.06440303474664688, 'learning_rate': 0.0001913265306122449, 'epoch': 2.0}
{'loss': 0.0311, 'grad_norm': 0.03976879641413689, 'learning_rate': 0.00019102040816326528, 'epoch': 2.01}
{'loss': 0.0307, 'grad_norm': 0.045668140053749084, 'learning_rate': 0.00019071428571428568, 'epoch': 2.01}
{'loss': 0.0296, 'grad_norm': 0.043373070657253265, 'learning_rate': 0.0001904081632653061, 'epoch': 2.02}
{'loss': 0.0307, 'grad_norm': 0.03532489761710167, 'learning_rate': 0.00019010204081632652, 'epoch': 2.02}
{'loss': 0.0288, 'grad_norm': 0.03312826156616211, 'learning_rate': 0.00018979591836734694, 'epoch': 2.03}
{'loss': 0.0313, 'grad_norm': 0.033789366483688354, 'learning_rate': 0.00018948979591836733, 'epoch': 2.03}
{'loss': 0.0295, 'grad_norm': 0.03350044786930084, 'learning_rate': 0.00018918367346938776, 'epoch': 2.04}
{'loss': 0.0289, 'grad_norm': 0.044665563851594925, 'learning_rate': 0.00018887755102040815, 'epoch': 2.04}
{'loss': 0.0323, 'grad_norm': 0.03528178110718727, 'learning_rate': 0.00018857142857142854, 'epoch': 2.05}
{'loss': 0.0306, 'grad_norm': 0.047379810363054276, 'learning_rate': 0.00018826530612244896, 'epoch': 2.05}
{'loss': 0.0332, 'grad_norm': 0.0411112904548645, 'learning_rate': 0.00018795918367346936, 'epoch': 2.06}
{'loss': 0.0318, 'grad_norm': 0.03897293657064438, 'learning_rate': 0.00018765306122448975, 'epoch': 2.06}
{'loss': 0.0303, 'grad_norm': 0.0336989089846611, 'learning_rate': 0.0001873469387755102, 'epoch': 2.07}
{'loss': 0.031, 'grad_norm': 0.03426428511738777, 'learning_rate': 0.0001870408163265306, 'epoch': 2.07}
{'loss': 0.0302, 'grad_norm': 0.03067743591964245, 'learning_rate': 0.00018673469387755102, 'epoch': 2.08}
{'loss': 0.0297, 'grad_norm': 0.028954636305570602, 'learning_rate': 0.0001864285714285714, 'epoch': 2.09}
{'loss': 0.0288, 'grad_norm': 0.04692467302083969, 'learning_rate': 0.00018612244897959183, 'epoch': 2.09}
{'loss': 0.0299, 'grad_norm': 0.03267727419734001, 'learning_rate': 0.00018581632653061223, 'epoch': 2.1}
{'loss': 0.0301, 'grad_norm': 0.037191834300756454, 'learning_rate': 0.00018551020408163262, 'epoch': 2.1}
{'loss': 0.0297, 'grad_norm': 0.04103951156139374, 'learning_rate': 0.00018520408163265304, 'epoch': 2.11}
{'loss': 0.0286, 'grad_norm': 0.043954916298389435, 'learning_rate': 0.00018489795918367343, 'epoch': 2.11}
{'loss': 0.0296, 'grad_norm': 0.03598698601126671, 'learning_rate': 0.00018459183673469388, 'epoch': 2.12}
{'loss': 0.0293, 'grad_norm': 0.03833934664726257, 'learning_rate': 0.00018428571428571428, 'epoch': 2.12}
{'loss': 0.0303, 'grad_norm': 0.04040786996483803, 'learning_rate': 0.0001839795918367347, 'epoch': 2.13}
{'loss': 0.0316, 'grad_norm': 0.0438409149646759, 'learning_rate': 0.0001836734693877551, 'epoch': 2.13}
{'loss': 0.0296, 'grad_norm': 0.03735056519508362, 'learning_rate': 0.0001833673469387755, 'epoch': 2.14}
{'loss': 0.0319, 'grad_norm': 0.04191296920180321, 'learning_rate': 0.0001830612244897959, 'epoch': 2.14}
{'loss': 0.0301, 'grad_norm': 0.04155363515019417, 'learning_rate': 0.0001827551020408163, 'epoch': 2.15}
{'loss': 0.0296, 'grad_norm': 0.03837978094816208, 'learning_rate': 0.0001824489795918367, 'epoch': 2.15}
{'loss': 0.0299, 'grad_norm': 0.0384715273976326, 'learning_rate': 0.00018214285714285712, 'epoch': 2.16}
{'loss': 0.0301, 'grad_norm': 0.04577493667602539, 'learning_rate': 0.00018183673469387754, 'epoch': 2.17}
{'loss': 0.0299, 'grad_norm': 0.03925047814846039, 'learning_rate': 0.00018153061224489796, 'epoch': 2.17}
{'loss': 0.029, 'grad_norm': 0.03364384546875954, 'learning_rate': 0.00018122448979591835, 'epoch': 2.18}
{'loss': 0.0305, 'grad_norm': 0.03843727707862854, 'learning_rate': 0.00018091836734693877, 'epoch': 2.18}
{'loss': 0.03, 'grad_norm': 0.037323083728551865, 'learning_rate': 0.00018061224489795917, 'epoch': 2.19}
{'loss': 0.029, 'grad_norm': 0.035303518176078796, 'learning_rate': 0.00018030612244897956, 'epoch': 2.19}
{'loss': 0.0281, 'grad_norm': 0.029616588726639748, 'learning_rate': 0.00017999999999999998, 'epoch': 2.2}
{'loss': 0.0296, 'grad_norm': 0.04031168296933174, 'learning_rate': 0.00017969387755102038, 'epoch': 2.2}
{'loss': 0.0292, 'grad_norm': 0.03136836364865303, 'learning_rate': 0.0001793877551020408, 'epoch': 2.21}
{'loss': 0.0292, 'grad_norm': 0.04721730202436447, 'learning_rate': 0.00017908163265306122, 'epoch': 2.21}
{'loss': 0.0313, 'grad_norm': 0.044913120567798615, 'learning_rate': 0.00017877551020408164, 'epoch': 2.22}
{'loss': 0.0324, 'grad_norm': 0.048900336027145386, 'learning_rate': 0.00017846938775510204, 'epoch': 2.22}
{'loss': 0.0284, 'grad_norm': 0.04175957664847374, 'learning_rate': 0.00017816326530612243, 'epoch': 2.23}
{'loss': 0.0292, 'grad_norm': 0.031432583928108215, 'learning_rate': 0.00017785714285714285, 'epoch': 2.23}
{'loss': 0.0292, 'grad_norm': 0.035225678235292435, 'learning_rate': 0.00017755102040816325, 'epoch': 2.24}
{'loss': 0.0291, 'grad_norm': 0.031194791197776794, 'learning_rate': 0.00017724489795918364, 'epoch': 2.25}
{'loss': 0.029, 'grad_norm': 0.037089042365550995, 'learning_rate': 0.00017693877551020406, 'epoch': 2.25}
{'loss': 0.0309, 'grad_norm': 0.03504139184951782, 'learning_rate': 0.00017663265306122445, 'epoch': 2.26}
{'loss': 0.0299, 'grad_norm': 0.0385836660861969, 'learning_rate': 0.0001763265306122449, 'epoch': 2.26}
{'loss': 0.0311, 'grad_norm': 0.052894916385412216, 'learning_rate': 0.0001760204081632653, 'epoch': 2.27}
{'loss': 0.03, 'grad_norm': 0.04071879759430885, 'learning_rate': 0.00017571428571428572, 'epoch': 2.27}
{'loss': 0.0297, 'grad_norm': 0.03202670440077782, 'learning_rate': 0.0001754081632653061, 'epoch': 2.28}
{'loss': 0.0298, 'grad_norm': 0.03350396081805229, 'learning_rate': 0.0001751020408163265, 'epoch': 2.28}
{'loss': 0.0308, 'grad_norm': 0.05481364578008652, 'learning_rate': 0.00017479591836734693, 'epoch': 2.29}
{'loss': 0.03, 'grad_norm': 0.03503330424427986, 'learning_rate': 0.00017448979591836732, 'epoch': 2.29}
{'loss': 0.0284, 'grad_norm': 0.036375850439071655, 'learning_rate': 0.00017418367346938774, 'epoch': 2.3}
{'loss': 0.0283, 'grad_norm': 0.02917141281068325, 'learning_rate': 0.00017387755102040814, 'epoch': 2.3}
{'loss': 0.031, 'grad_norm': 0.039963532239198685, 'learning_rate': 0.00017357142857142859, 'epoch': 2.31}
{'loss': 0.0282, 'grad_norm': 0.029719144105911255, 'learning_rate': 0.00017326530612244898, 'epoch': 2.31}
{'loss': 0.0302, 'grad_norm': 0.039249956607818604, 'learning_rate': 0.00017295918367346937, 'epoch': 2.32}
{'loss': 0.0309, 'grad_norm': 0.03560967370867729, 'learning_rate': 0.0001726530612244898, 'epoch': 2.33}
{'loss': 0.0304, 'grad_norm': 0.03290390595793724, 'learning_rate': 0.0001723469387755102, 'epoch': 2.33}
{'loss': 0.0303, 'grad_norm': 0.02930004522204399, 'learning_rate': 0.00017204081632653058, 'epoch': 2.34}
{'loss': 0.0297, 'grad_norm': 0.036258798092603683, 'learning_rate': 0.000171734693877551, 'epoch': 2.34}
{'loss': 0.0297, 'grad_norm': 0.037533149123191833, 'learning_rate': 0.0001714285714285714, 'epoch': 2.35}
{'loss': 0.03, 'grad_norm': 0.032000523060560226, 'learning_rate': 0.00017112244897959182, 'epoch': 2.35}
{'loss': 0.0296, 'grad_norm': 0.03548075631260872, 'learning_rate': 0.00017081632653061224, 'epoch': 2.36}
{'loss': 0.0292, 'grad_norm': 0.03007252886891365, 'learning_rate': 0.00017051020408163266, 'epoch': 2.36}
{'loss': 0.0285, 'grad_norm': 0.0298274215310812, 'learning_rate': 0.00017020408163265306, 'epoch': 2.37}
{'loss': 0.0291, 'grad_norm': 0.03598976880311966, 'learning_rate': 0.00016989795918367345, 'epoch': 2.37}
{'loss': 0.0274, 'grad_norm': 0.030892420560121536, 'learning_rate': 0.00016959183673469387, 'epoch': 2.38}
{'loss': 0.0277, 'grad_norm': 0.03828113153576851, 'learning_rate': 0.00016928571428571427, 'epoch': 2.38}
{'loss': 0.0287, 'grad_norm': 0.034437697380781174, 'learning_rate': 0.00016897959183673469, 'epoch': 2.39}
{'loss': 0.0308, 'grad_norm': 0.03453802317380905, 'learning_rate': 0.00016867346938775508, 'epoch': 2.39}
{'loss': 0.0303, 'grad_norm': 0.041129354387521744, 'learning_rate': 0.00016836734693877547, 'epoch': 2.4}
{'loss': 0.0332, 'grad_norm': 0.05353325232863426, 'learning_rate': 0.0001680612244897959, 'epoch': 2.41}
{'loss': 0.0285, 'grad_norm': 0.046146247535943985, 'learning_rate': 0.00016775510204081632, 'epoch': 2.41}
{'loss': 0.0296, 'grad_norm': 0.032568927854299545, 'learning_rate': 0.00016744897959183674, 'epoch': 2.42}
{'loss': 0.028, 'grad_norm': 0.0332036055624485, 'learning_rate': 0.00016714285714285713, 'epoch': 2.42}
{'loss': 0.0302, 'grad_norm': 0.037526488304138184, 'learning_rate': 0.00016683673469387753, 'epoch': 2.43}
{'loss': 0.0316, 'grad_norm': 0.04132876545190811, 'learning_rate': 0.00016653061224489795, 'epoch': 2.43}
{'loss': 0.0303, 'grad_norm': 0.034884266555309296, 'learning_rate': 0.00016622448979591834, 'epoch': 2.44}
{'loss': 0.0296, 'grad_norm': 0.034819211810827255, 'learning_rate': 0.00016591836734693876, 'epoch': 2.44}
{'loss': 0.0299, 'grad_norm': 0.04143192991614342, 'learning_rate': 0.00016561224489795916, 'epoch': 2.45}
{'loss': 0.0294, 'grad_norm': 0.04710308462381363, 'learning_rate': 0.00016530612244897955, 'epoch': 2.45}
{'loss': 0.0308, 'grad_norm': 0.060899361968040466, 'learning_rate': 0.000165, 'epoch': 2.46}
{'loss': 0.0307, 'grad_norm': 0.03872774541378021, 'learning_rate': 0.0001646938775510204, 'epoch': 2.46}
{'loss': 0.0293, 'grad_norm': 0.031241625547409058, 'learning_rate': 0.00016438775510204081, 'epoch': 2.47}
{'loss': 0.0286, 'grad_norm': 0.035844746977090836, 'learning_rate': 0.0001640816326530612, 'epoch': 2.47}
{'loss': 0.0307, 'grad_norm': 0.03738423064351082, 'learning_rate': 0.00016377551020408163, 'epoch': 2.48}
